SU_ID,CERAMICS_CLASS,CERAMICS_DETAILS,VESSELS,RIMS,HANDLES,BASES,WALLS,TOTAL,WEIGHT,SIZE_MIN,SIZE_MAX,SD_START,SD_END
5118,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,4,4,0.048,3,5,-600,-100
5121,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,0.016,3,4,-600,-100
5160,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,5,5,0.054,2,5,-600,-100
5514,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,1,2,3,0.03,4,NULL,-600,-100
5558,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-600,-100
5561,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,0.012,4,4,-600,-100
3119,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,1,4,5,0.054,4,6,-600,-100
2418,Commonware,NULL,NULL,2,NULL,NULL,13,15,0.194,2,10,-550,-100
574,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,9,NULL,NULL,NULL,NULL,-500,-100
574,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,9,NULL,NULL,NULL,NULL,-500,-100
1138,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,0.014,NULL,4,-500,-100
1222,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,3,4,NULL,NULL,NULL,-500,-100
2223,Impasto Chiaro Sabbioso,NULL,NULL,2,NULL,NULL,1,3,NULL,NULL,NULL,-500,-100
2368,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,8,8,NULL,NULL,NULL,-500,-100
2376,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-500,-100
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-500,-100
2420,Internal Slip Ware,NULL,NULL,5,NULL,NULL,5,10,0.146,3,6,-500,-100
2466,Internal Slip Ware,NULL,NULL,1,NULL,NULL,NULL,1,0.009,3,3,-500,-100
2460,Internal Slip Ware,NULL,NULL,NULL,NULL,NULL,4,4,0.0432,2,4,-500,-100
3,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-400,-100
7,Black Gloss,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,-400,-100
1279,Impasto Chiaro Sabbioso,NULL,1,5,2,3,12,23,NULL,NULL,NULL,-400,-100
1384,Black Gloss,NULL,NULL,34,8,8,50,100,NULL,NULL,NULL,-400,-100
1384,Black Gloss,NULL,NULL,34,8,8,50,100,NULL,NULL,NULL,-400,-100
1384,Black Gloss,NULL,NULL,34,8,8,50,100,NULL,NULL,NULL,-400,-100
1384,Black Gloss,NULL,NULL,34,8,8,50,100,NULL,NULL,NULL,-400,-100
2005,Black Gloss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-400,-100
2014,Mortarium,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-400,-100
2082,Amphora,NULL,NULL,13,7,3,218,241,NULL,NULL,NULL,-400,-100
3106,Commonware,NULL,NULL,7,NULL,8,20,35,0.924,2,10,-400,-100
5091,Amphora,NULL,NULL,3,3,NULL,124,130,3.205,6,9,-400,-100
5091,Amphora,NULL,NULL,3,3,NULL,124,130,3.205,6,9,-400,-100
5096,Amphora,NULL,NULL,5,9,1,181,196,16.271,1,11,-400,-100
5096,Amphora,NULL,NULL,5,9,1,181,196,16.271,1,11,-400,-100
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-400,-100
5094,Commonware,NULL,NULL,8,1,3,26,38,0.47,2,7,-390,-100
5094,Commonware,NULL,NULL,8,1,3,26,38,0.47,2,7,-390,-100
5616,Commonware,NULL,NULL,1,NULL,NULL,NULL,1,0.038,7,7,-350,-100
329,Impasto Chiaro Sabbioso,NULL,NULL,NULL,1,NULL,3,4,NULL,NULL,NULL,-300,-100
374,Black Gloss,one base with reserved red on the interior,NULL,5,1,0,10,16,0.134,1.5,7,-300,-100
442,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-300,-100
1174,Italo Megarian,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,-300,-100
1194,Italo Megarian,NULL,NULL,NULL,NULL,NULL,2,2,0.012,NULL,4,-300,-100
1208,Italo Megarian,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-300,-100
2082,Internal Red Slip Ware,NULL,NULL,3,NULL,NULL,NULL,3,NULL,NULL,NULL,-300,-100
2140,Black Gloss,NULL,NULL,3,1,1,2,7,NULL,NULL,NULL,-300,-100
2177,Commonware,NULL,NULL,83,8,17,344,452,NULL,NULL,NULL,-300,-100
5019,Italo Megarian,NULL,NULL,NULL,NULL,NULL,1,1,0.002,NULL,2,-300,-100
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-300,-100
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-300,-100
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-300,-100
2420,Commonware,NULL,NULL,10,2,NULL,34,46,0.358,2,5,-300,-100
2485,Black Gloss,NULL,NULL,2,NULL,NULL,6,8,0.021,2,3,-300,-100
9011,Black Gloss,NULL,NULL,1,NULL,NULL,1,2,0.007,2,4,-300,-100
2385,Commonware,NULL,NULL,126,10,28,503,667,9.68,2,11,-250,-100
2469,Black Gloss,NULL,NULL,8,1,1,7,17,0.193,1,11,-250,-100
486,Impasto Chiaro Sabbioso,NULL,NULL,2,NULL,NULL,3,5,NULL,NULL,NULL,-200,-100
1214,Black Gloss,NULL,NULL,2,NULL,2,11,15,NULL,NULL,NULL,-200,-100
1222,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,3,4,NULL,NULL,NULL,-200,-100
1384,Black Gloss,NULL,NULL,34,8,8,50,100,NULL,NULL,NULL,-200,-100
1384,Black Gloss,NULL,NULL,34,8,8,50,100,NULL,NULL,NULL,-200,-100
2074,Black Gloss,NULL,NULL,21,3,1,50,75,0.452,2,6,-200,-100
5673,Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,0.008,5,5,-200,-100
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-200,-100
1342,Black Gloss,NULL,NULL,2,NULL,1,10,13,0.097,1,10,-200,-100
2415,Black Gloss,2 rim pieces join. Different qualities of black gloss.,NULL,6,3,2,9,20,0.124,2,8,-200,-100
1162,Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-180,-100
1423,Black Gloss,NULL,NULL,3,NULL,NULL,7,10,0.07,2,8,-177,-100
461,Black Gloss,NULL,NULL,6,NULL,NULL,7,13,0.075,NULL,NULL,-150,-100
1279,Black Gloss,NULL,6,NULL,5,13,76,100,NULL,NULL,NULL,-150,-100
1422,Black Gloss,NULL,NULL,1,NULL,NULL,3,4,0.02,1,7,-150,-100
2063,Commonware,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-150,-100
4021,Black Gloss,NULL,NULL,1,NULL,1,3,5,0.086,2,9,-150,-100
5734,Black Gloss,NULL,NULL,6,1,2,18,27,0.368,2,8,-150,-100
1335,Thin Walled,one has dot decoration,NULL,NULL,NULL,NULL,5,5,0.03,2,2,-150,-100
1080,Commonware,NULL,NULL,56,2,1,155,214,NULL,NULL,NULL,-250,-90
573,Impasto Chiaro Sabbioso,NULL,NULL,7,NULL,NULL,2,3,NULL,NULL,NULL,-400,-75
2145,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,-400,-75
2145,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,-400,-75
507,Impasto Chiaro Sabbioso,NULL,NULL,2,NULL,NULL,13,15,NULL,NULL,NULL,-300,-75
1110,Impasto Chiaro Sabbioso,NULL,NULL,4,1,4,8,17,NULL,NULL,NULL,-300,-75
2448,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,1,2,0.134,5,9,-250,-75
1194,Italo Megarian,NULL,NULL,NULL,NULL,NULL,2,2,0.012,NULL,4,-150,-75
1194,Italo Megarian,NULL,NULL,NULL,NULL,NULL,2,2,0.012,NULL,4,-150,-75
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-150,-75
1385,Black Gloss,NULL,4,76,3,26,95,204,NULL,NULL,NULL,-125,-75
5004,Thin Walled,NULL,NULL,12,1,2,48,63,0.198,2,6,-125,-75
1218,Thin Walled,NULL,NULL,2,NULL,2,2,6,NULL,NULL,NULL,-100,-75
2335,Commonware,NULL,NULL,10,1,NULL,33,44,NULL,NULL,NULL,-25,-75
5719,Internal Red Slip Ware,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-123,-60
5082,Commonware,NULL,NULL,3,1,NULL,11,15,0.204,2,5,-70,-60
5098,Commonware,NULL,NULL,3,2,2,14,21,0.352,3,9,-70,-60
5312,Commonware,NULL,NULL,5,4,1,22,32,0.496,2,9,-70,-60
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-900,-50
3004,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-720,-50
2331,Bucchero,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,-675,-50
2343,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.006,NULL,4,-500,-50
5079,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.016,NULL,6,-500,-50
587,Black Gloss,NULL,NULL,2,NULL,NULL,4,6,NULL,NULL,NULL,-450,-50
1078,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.003,2,2,-450,-50
1101,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.008,3,3,-450,-50
1110,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-450,-50
1340,Black Gloss,NULL,NULL,11,1,1,39,52,0.166,1,6,-450,-50
2174,Black Gloss,NULL,NULL,12,3,NULL,28,43,NULL,NULL,NULL,-450,-50
2223,Black Gloss,NULL,NULL,2,NULL,1,1,4,NULL,NULL,NULL,-450,-50
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-450,-50
0,Black Gloss,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,-400,-50
11,Black Gloss,NULL,NULL,1,1,NULL,2,4,NULL,NULL,NULL,-400,-50
11,Black Gloss,NULL,NULL,1,1,NULL,2,4,NULL,NULL,NULL,-400,-50
21,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-400,-50
62,Black Gloss,NULL,NULL,1,NULL,1,4,6,NULL,NULL,NULL,-400,-50
82,Black Gloss,NULL,NULL,NULL,NULL,1,2,3,NULL,NULL,NULL,-400,-50
89,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-400,-50
101,Black Gloss,NULL,NULL,2,NULL,NULL,4,6,NULL,NULL,NULL,-400,-50
111,Black Gloss,NULL,NULL,3,NULL,NULL,4,7,NULL,NULL,NULL,-400,-50
119,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-400,-50
121,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-400,-50
129,Black Gloss,NULL,NULL,6,NULL,NULL,8,14,0.036,1,2,-400,-50
141,Black Gloss,NULL,NULL,2,1,3,11,17,NULL,NULL,NULL,-400,-50
168,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-400,-50
183,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-400,-50
204,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-400,-50
214,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-400,-50
291,Black Gloss,NULL,NULL,NULL,NULL,NULL,8,8,0.01,1,1,-400,-50
320,Black Gloss,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,-400,-50
321,Black Gloss,NULL,NULL,8,2,1,8,19,0.089,2,9,-400,-50
324,Black Gloss,NULL,0,2,1,1,7,11,0.042,2,3,-400,-50
325,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-400,-50
329,Black Gloss,NULL,NULL,4,NULL,NULL,2,6,NULL,NULL,NULL,-400,-50
356,Black Gloss,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,-400,-50
372,Black Gloss,NULL,NULL,10,NULL,NULL,20,30,NULL,NULL,NULL,-400,-50
376,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,0.004,1,1,-400,-50
380,Black Gloss,NULL,NULL,7,NULL,2,12,21,NULL,NULL,NULL,-400,-50
392,Black Gloss,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,-400,-50
395,Black Gloss,NULL,NULL,3,NULL,NULL,3,6,NULL,NULL,NULL,-400,-50
398,Black Gloss,NULL,NULL,NULL,NULL,NULL,6,6,0.007,2,2,-400,-50
414,Black Gloss,NULL,NULL,19,2,9,33,63,NULL,NULL,NULL,-400,-50
415,Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-400,-50
416,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-400,-50
419,Black Gloss,NULL,NULL,NULL,NULL,2,5,7,NULL,NULL,NULL,-400,-50
422,Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-400,-50
423,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-400,-50
425,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-400,-50
430,Black Gloss,NULL,NULL,1,NULL,NULL,1,2,0.033,1.5,6,-400,-50
436,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-400,-50
439,Black Gloss,NULL,NULL,3,2,1,21,27,NULL,NULL,NULL,-400,-50
444,Black Gloss,NULL,NULL,3,NULL,1,2,6,NULL,NULL,NULL,-400,-50
445,Black Gloss,NULL,NULL,1,NULL,NULL,3,4,NULL,NULL,NULL,-400,-50
453,Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-400,-50
458,Black Gloss,NULL,NULL,NULL,NULL,1,4,5,NULL,NULL,NULL,-400,-50
506,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-400,-50
507,Black Gloss,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,-400,-50
509,Black Gloss,NULL,NULL,NULL,NULL,1,1,2,NULL,NULL,NULL,-400,-50
516,Black Gloss,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,-400,-50
535,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-400,-50
580,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-400,-50
584,Black Gloss,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,-400,-50
1014,Black Gloss,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,-400,-50
1030,Black Gloss,NULL,NULL,2,NULL,1,7,10,NULL,NULL,NULL,-400,-50
1039,Black Gloss,NULL,NULL,2,NULL,NULL,1,3,NULL,NULL,NULL,-400,-50
1056,Black Gloss,NULL,NULL,2,NULL,1,2,5,NULL,NULL,NULL,-400,-50
1073,Black Gloss,NULL,0,0,0,0,1,NULL,0.003,3,3,-400,-50
1080,Black Gloss,NULL,NULL,8,NULL,2,19,29,NULL,NULL,NULL,-400,-50
1112,Black Gloss,NULL,NULL,17,1,6,32,57,NULL,NULL,NULL,-400,-50
1115,Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-400,-50
1116,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-400,-50
1117,Black Gloss,NULL,NULL,2,NULL,NULL,3,5,0.018,1,4,-400,-50
1121,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.002,NULL,2,-400,-50
1122,Black Gloss,NULL,NULL,4,NULL,NULL,5,9,0.041,1,5,-400,-50
1124,Black Gloss,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,-400,-50
1127,Black Gloss,NULL,NULL,NULL,NULL,NULL,4,4,0.014,2,4,-400,-50
1129,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,0.002,NULL,2,-400,-50
1134,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-400,-50
1135,Black Gloss,NULL,NULL,4,1,1,6,12,NULL,NULL,NULL,-400,-50
1138,Black Gloss,NULL,NULL,NULL,NULL,NULL,3,3,0.005,NULL,3,-400,-50
1143,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-400,-50
1147,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-400,-50
1147,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-400,-50
1156,Black Gloss,NULL,NULL,2,NULL,NULL,5,7,NULL,NULL,NULL,-400,-50
1157,Black Gloss,NULL,NULL,3,NULL,NULL,11,14,NULL,NULL,NULL,-400,-50
1162,Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-400,-50
1163,Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-400,-50
1166,Black Gloss,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,-400,-50
1167,Black Gloss,NULL,NULL,NULL,1,NULL,3,4,NULL,NULL,NULL,-400,-50
1176,Black Gloss,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,-400,-50
1177,Black Gloss,NULL,NULL,10,NULL,1,18,29,NULL,NULL,NULL,-400,-50
1189,Black Gloss,NULL,NULL,NULL,1,NULL,3,4,NULL,NULL,NULL,-400,-50
1190,Black Gloss,NULL,NULL,2,1,NULL,3,6,NULL,NULL,NULL,-400,-50
1194,Black Gloss,NULL,NULL,2,NULL,NULL,3,5,0.024,2,3,-400,-50
1199,Black Gloss,NULL,NULL,7,NULL,4,13,23,NULL,NULL,NULL,-400,-50
1203,Black Gloss,NULL,NULL,4,NULL,NULL,3,7,NULL,NULL,NULL,-400,-50
1207,Black Gloss,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-400,-50
1210,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-400,-50
1213,Black Gloss,NULL,NULL,3,NULL,NULL,3,6,NULL,NULL,NULL,-400,-50
1214,Black Gloss,NULL,NULL,2,NULL,2,11,15,NULL,NULL,NULL,-400,-50
1218,Black Gloss,NULL,NULL,28,NULL,4,26,58,NULL,NULL,NULL,-400,-50
1219,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-400,-50
1221,Black Gloss,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,-400,-50
1242,Black Gloss,NULL,NULL,5,NULL,2,12,19,NULL,NULL,NULL,-400,-50
1260,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-400,-50
1273,Black Gloss,NULL,NULL,7,NULL,NULL,13,23,NULL,NULL,NULL,-400,-50
1275,Black Gloss,NULL,NULL,1,1,NULL,2,4,NULL,NULL,NULL,-400,-50
1277,Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-400,-50
1280,Black Gloss,NULL,NULL,4,NULL,1,6,11,NULL,NULL,NULL,-400,-50
1282,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-400,-50
1300,Black Gloss,NULL,NULL,NULL,1,NULL,7,8,NULL,NULL,NULL,-400,-50
1304,Black Gloss,NULL,NULL,2,NULL,NULL,1,3,NULL,NULL,NULL,-400,-50
1306,Black Gloss,NULL,NULL,9,NULL,2,12,23,0.202,1,9,-400,-50
1320,Black Gloss,NULL,NULL,17,NULL,6,60,83,0.42,1,6,-400,-50
1321,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,0.001,NULL,3,-400,-50
1325,Black Gloss,NULL,NULL,NULL,NULL,NULL,3,3,0.004,NULL,2,-400,-50
1331,Black Gloss,NULL,NULL,1,NULL,NULL,1,2,0.014,2,5,-400,-50
1342,Black Gloss,NULL,NULL,2,NULL,1,10,13,0.097,1,10,-400,-50
1353,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.006,NULL,4,-400,-50
1361,Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,0.04,2,2,-400,-50
1364,Black Gloss,NULL,NULL,NULL,NULL,NULL,3,3,0.018,2,4,-400,-50
1368,Black Gloss,NULL,NULL,9,NULL,1,39,49,0.232,2,7,-400,-50
1369,Black Gloss,NULL,NULL,14,1,1,44,60,0.244,1,7,-400,-50
1376,Black Gloss,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,-400,-50
1382,Black Gloss,NULL,NULL,30,2,12,108,152,NULL,NULL,NULL,-400,-50
1399,Black Gloss,NULL,NULL,NULL,NULL,NULL,3,3,0.018,2,5,-400,-50
1401,Black Gloss,NULL,NULL,4,NULL,2,6,12,0.268,1,10,-400,-50
1405,Black Gloss,NULL,NULL,5,NULL,1,6,12,0.076,3,6,-400,-50
1412,Black Gloss,NULL,NULL,3,1,NULL,11,15,0.068,2,4,-400,-50
1420,Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,0.02,NULL,3,-400,-50
1422,Black Gloss,NULL,NULL,1,NULL,NULL,3,4,0.02,1,7,-400,-50
1423,Black Gloss,NULL,NULL,3,NULL,NULL,7,10,0.07,2,8,-400,-50
1424,Black Gloss,NULL,NULL,3,NULL,NULL,7,10,0.03,1,3,-400,-50
1427,Black Gloss,NULL,NULL,2,NULL,NULL,8,10,0.11,2,4,-400,-50
1428,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,0.01,1,4,-400,-50
1439,Black Gloss,NULL,NULL,2,1,1,5,9,0.034,2,3,-400,-50
2006,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-400,-50
2007,Black Gloss,NULL,NULL,1,1,2,16,20,NULL,NULL,NULL,-400,-50
2010,Black Gloss,NULL,NULL,3,NULL,2,10,15,NULL,NULL,NULL,-400,-50
2012,Black Gloss,NULL,NULL,4,NULL,NULL,NULL,4,NULL,NULL,NULL,-400,-50
2013,Black Gloss,NULL,NULL,1,NULL,NULL,3,4,NULL,NULL,NULL,-400,-50
2014,Black Gloss,NULL,NULL,15,NULL,NULL,9,29,NULL,NULL,NULL,-400,-50
2017,Black Gloss,NULL,NULL,2,NULL,2,8,12,NULL,NULL,NULL,-400,-50
2019,Black Gloss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-400,-50
2024,Black Gloss,NULL,NULL,1,NULL,NULL,3,4,NULL,NULL,NULL,-400,-50
2045,Black Gloss,NULL,NULL,NULL,NULL,1,1,2,NULL,NULL,NULL,-400,-50
2047,Black Gloss,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,-400,-50
2058,Black Gloss,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,-400,-50
2060,Black Gloss,NULL,NULL,4,NULL,NULL,3,7,NULL,NULL,NULL,-400,-50
2074,Black Gloss,NULL,NULL,21,3,1,50,75,0.452,2,6,-400,-50
2094,Black Gloss,NULL,NULL,11,NULL,2,28,41,0.12,2,5,-400,-50
2095,Black Gloss,NULL,NULL,5,NULL,NULL,11,16,NULL,NULL,NULL,-400,-50
2099,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-400,-50
2105,Black Gloss,NULL,NULL,12,NULL,1,18,31,NULL,NULL,NULL,-400,-50
2107,Black Gloss,NULL,NULL,1,NULL,NULL,4,5,NULL,NULL,NULL,-400,-50
2107,Black Gloss,NULL,NULL,1,NULL,NULL,4,5,NULL,NULL,NULL,-400,-50
2130,Black Gloss,NULL,NULL,18,NULL,2,33,53,NULL,NULL,NULL,-400,-50
2130,Black Gloss,NULL,NULL,18,NULL,2,33,53,NULL,NULL,NULL,-400,-50
2137,Black Gloss,NULL,NULL,47,5,4,96,152,NULL,NULL,NULL,-400,-50
2145,Black Gloss,NULL,NULL,2,1,NULL,4,6,NULL,NULL,NULL,-400,-50
2147,Black Gloss,NULL,NULL,16,1,4,12,33,NULL,NULL,NULL,-400,-50
2177,Black Gloss,NULL,NULL,29,3,15,78,126,NULL,NULL,NULL,-400,-50
2190,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-400,-50
2221,Black Gloss,NULL,NULL,8,NULL,2,25,35,NULL,NULL,NULL,-400,-50
2224,Black Gloss,NULL,NULL,2,NULL,NULL,3,5,NULL,NULL,NULL,-400,-50
2229,Black Gloss,NULL,NULL,1,NULL,1,2,4,NULL,NULL,NULL,-400,-50
2234,Black Gloss,NULL,NULL,6,NULL,NULL,5,11,NULL,NULL,NULL,-400,-50
2235,Black Gloss,NULL,NULL,NULL,NULL,1,5,6,NULL,NULL,NULL,-400,-50
2237,Black Gloss,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,-400,-50
2241,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-400,-50
2243,Black Gloss,NULL,1,6,NULL,NULL,25,32,NULL,NULL,NULL,-400,-50
2243,Black Gloss,NULL,1,6,NULL,NULL,25,32,NULL,NULL,NULL,-400,-50
2251,Black Gloss,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,-400,-50
2253,Black Gloss,NULL,NULL,5,NULL,NULL,4,0,0.032,1,5,-400,-50
2258,Black Gloss,NULL,NULL,13,NULL,NULL,36,39,NULL,NULL,NULL,-400,-50
2258,Black Gloss,NULL,NULL,13,NULL,NULL,36,39,NULL,NULL,NULL,-400,-50
2277,Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-400,-50
2279,Black Gloss,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,-400,-50
2308,Black Gloss,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,-400,-50
2310,Black Gloss,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,-400,-50
2312,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-400,-50
2314,Black Gloss,NULL,NULL,NULL,NULL,NULL,7,7,NULL,NULL,NULL,-400,-50
2319,Black Gloss,NULL,NULL,1,NULL,NULL,4,5,NULL,NULL,NULL,-400,-50
2329,Black Gloss,NULL,NULL,8,NULL,NULL,5,13,NULL,NULL,NULL,-400,-50
2330,Black Gloss,NULL,NULL,8,NULL,3,20,31,NULL,NULL,NULL,-400,-50
2331,Black Gloss,NULL,NULL,NULL,NULL,1,2,3,NULL,NULL,NULL,-400,-50
